planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
TOI-2207 b,0.64,0.995,8.001968,0.0854,0.174,6101.0,1.296,1.564,380.6,0.03887409023317955,0.09174285295030374,True,True,1
TOI-220 b,0.0428,0.2694,10.695264,0.0892,0.029,5298.0,0.825,0.858,89.0,0.04476610504202123,0.1056480078991701,False,True,0
TOI-2236 b,1.58,1.282,3.5315902,0.05,0.0,6228.0,,1.66,352.5,0.03808137837389667,0.08987205296239614,True,True,1
TOI-2257 b,0.0179,0.19574,35.189346,0.145,0.496,3430.0,0.33,0.311,57.7911,0.06914601297744269,0.16318459062676474,False,True,0
TOI-2260 b,0.011,0.1445,0.3524728,0.0097,,5534.0,0.99,0.94,101.3,0.04285703370304091,0.10114259953917656,False,False,0
TOI-2266 b,,0.1374,2.326318,0.02,,3200.0,0.23,0.24,51.6,0.07411588266019639,0.17491348307806348,False,False,0
TOI-2274 b,,0.2186,2.67963,0.05,,3943.0,0.612,0.631,48.87,0.06014984136764606,0.14195362562764471,False,False,0
TOI-2285 b,0.0614,0.1552,13.64,0.1363,0.3,3491.0,0.454,0.464,42.409,0.06793778989190159,0.16033318414488776,False,True,0
TOI-2290 b,0.005,0.1044,0.3862224,0.0086,,3813.0,0.56,0.57,58.1,0.062200583402210456,0.14679337682921667,False,False,0
TOI-2295 b,0.875,1.47,30.033302,0.199,0.334,5733.0,1.17,1.451,125.51,0.04136940947368366,0.09763180635789344,True,False,0
TOI-2338 b,5.98,1.0,22.65398,0.158,0.676,5581.0,0.99,1.05,316.0,0.04249611620007677,0.10029083423218117,True,False,0
TOI-2346 b,1.24,1.438,3.3312029,0.0473,0.0,6480.0,1.271,1.38,436.5,0.036600435881578464,0.08637702868052517,True,True,1
TOI-2364 b,0.225,0.768,4.0197478,0.04871,0.0,5306.0,0.954,0.886,218.63,0.044698609972225495,0.10548871953445217,False,True,0
TOI-2373 b,9.3,0.93,13.33668,0.112,0.112,5651.0,1.04,1.1,509.0,0.041969708814834264,0.09904851280300887,True,False,0
TOI-2374 Bb,0.17821,0.607,4.31361,0.0471,0.13,4802.0,0.75,0.69,134.6,0.04939000926960192,0.11656042187626053,False,False,0
TOI-2379 b,5.76,1.046,5.4693827,0.05263,0.342,3707.0,0.645,0.62,211.4,0.06397918114718867,0.1509908675073653,True,False,0
TOI-237 b,0.009,0.1285,5.436098,0.0341,,3212.0,0.179,0.211,38.11,0.07383898646096776,0.1742600080478839,False,False,0
TOI-2382 b,0.74,1.093,4.6612061,0.059,0.0,6033.0,1.26,1.417,424.3,0.03931225335863226,0.09277691792637213,True,True,1
TOI-2384 Ab,1.966,1.025,2.13570304,0.0279,0.0,3943.0,0.635,0.611,187.0,0.06014984136764606,0.14195362562764471,True,False,0
TOI-238 b,0.0106,0.13909,1.273099,0.0212,,5080.0,0.788,0.75,80.53,0.046687170179651266,0.11018172162397698,False,False,0
TOI-238 c,0.0211,0.1945,8.465651,0.0749,0.36,5080.0,0.788,0.75,80.53,0.046687170179651266,0.11018172162397698,False,True,0
TOI-2406 b,0.0286,0.2623,3.0766896,0.0228,0.26,3100.0,0.162,0.202,55.6,0.07650671758471884,0.18055585349993647,False,False,0
TOI-2407 b,0.053,0.3801,2.702969,0.033,0.08,3530.0,0.548,0.567,92.44,0.06718720241150947,0.15856179769116235,False,False,0
TOI-2411 b,0.0123,0.1499,0.7826942,0.0144,,4099.0,0.65,0.68,59.5,0.05786065491891399,0.13655114560863701,False,False,0
TOI-2411 c,,0.2569,18.75,0.1197,,4099.0,0.65,0.68,59.5,0.05786065491891399,0.13655114560863701,False,True,0
TOI-2420 b,0.93,1.34,5.842641,0.0684,0.055,5707.0,1.158,2.369,435.174,0.04155788058745899,0.09807659818640321,True,True,1
TOI-2421 b,0.333,0.925,4.3474032,0.0543,0.0,5645.0,,1.92,327.3,0.04201431789417687,0.09915379023025742,True,True,1
TOI-2427 b,0.0179,0.1463,1.305962,0.0202,0.07,4072.0,0.64,0.65,28.5,0.0582443085738282,0.13745656823423455,False,False,0
TOI-2431 b,0.0195,0.13703,0.22419577,0.0063,0.0,4109.0,0.661,0.651,36.01,0.0577198404752077,0.13621882352149017,False,False,0
TOI-2445 b,0.006,0.12267,0.3711281,0.0064,,3330.0,0.25,0.27,48.6,0.07122246982361215,0.16808502878372467,False,False,0
TOI-2458 b,0.04188,0.2525,3.73659,0.0482,0.087,6005.0,1.05,1.32,112.958,0.039495557787282004,0.09320951637798552,False,True,0
TOI-2485 b,2.41,1.08,11.23479,0.109,0.034,6016.4,1.16,1.72,397.953,0.03942072078196737,0.093032901045443,True,False,0
TOI-2497 b,5.21,1.0,10.655661,0.1167,0.196,7360.0,1.86,2.358,285.1,0.03222429680878104,0.07604934046872326,True,False,0
TOI-2498 b,0.10893,0.5406,3.738252,0.0491,0.089,5905.0,1.12,1.26,277.0,0.04016440719942903,0.09478800099065252,False,True,0
TOI-251 b,1.0,0.2444,4.93777,0.05741,0.0,5875.0,1.036,0.881,99.52,0.040369502044702715,0.0952720248254984,False,True,0
TOI-2524 b,0.64,1.0,7.18585,0.073,0.0,5831.0,1.01,1.12,438.8,0.04067412528084864,0.0959909356628028,True,True,1
TOI-2525 b,0.084,0.774,23.2856,0.1511,0.17,5096.0,0.849,0.785,395.398,0.046540585657894123,0.10983578215263012,False,False,0
TOI-2525 c,0.657,0.904,49.2519,0.249,0.157,5096.0,0.849,0.785,395.398,0.046540585657894123,0.10983578215263012,True,False,0
TOI-2537 b,1.3,1.0,94.1022,0.3715,0.364,4843.0,0.77,0.77,182.4,0.048971881997238995,0.11557364151348402,True,False,0
TOI-2567 b,0.201,0.975,5.983944,0.0672,0.0,5609.0,,1.83,518.4,0.042283976557787206,0.0997901846763778,True,True,1
TOI-2570 b,0.82,1.217,2.9887615,0.04145,0.0,5756.0,,1.35,361.7,0.041204104328114735,0.09724168621435078,True,True,1
TOI-257 b,0.134,0.626,18.38827,0.1523,0.24,6075.0,1.389,1.926,77.07,0.039040464940350364,0.09213549725922686,False,False,0
TOI-2580 Ab,0.63,1.55,3.39775,0.048,0.08,6091.0,1.37,1.64,379.253,0.03893791241382834,0.09189347329663489,False,True,0
TOI-2583 Ab,0.25,1.29,4.5207265,0.0571,0.0,5936.0,1.215,1.477,561.2,0.039954653725173254,0.09429298279140888,True,True,1
TOI-2587 Ab,0.218,1.077,5.45664,0.0635,0.0,5760.0,1.15,1.726,381.0,0.04117549036677577,0.09717415726559081,True,True,1
TOI-2589 b,3.5,1.08,61.6277,0.3,0.522,5579.0,0.93,1.07,202.0,0.04251135051310781,0.10032678721093442,True,False,0
TOI-260 b,0.02961,0.1454,13.47583,0.0943,0.68,4026.0,0.616,0.607,20.21,0.058909792477056244,0.13902711024585274,False,True,0
TOI-269 b,0.0277,0.2471,3.6977104,0.0345,0.425,3514.0,0.3917,0.398,57.023,0.06749312023694606,0.1592837637591927,False,False,0
TOI-270 b,0.00466,0.11125,3.35992,0.0306,0.0167,3386.0,0.4,0.38,22.453,0.07004454356545436,0.1653051228144723,False,False,0
TOI-270 c,0.0195,0.2079,5.66051,0.0472,0.0044,3386.0,0.4,0.38,22.453,0.07004454356545436,0.1653051228144723,False,False,0
TOI-270 d,0.0132,0.19,11.38014,0.0733,0.0044,3386.0,0.4,0.38,22.453,0.07004454356545436,0.1653051228144723,False,True,0
TOI-2714 b,0.717,1.224,2.499387,0.036,0.164,5665.0,1.07,1.25,593.0,0.04186598844000502,0.09880373271841185,True,False,0
TOI-277 Bb,0.0308,0.27612,3.994086,0.0269,,6668.0,0.52,0.523,64.67,0.035568509974899284,0.08394168354076231,False,False,0
TOI-2796 b,0.44,1.59,4.8084983,0.04089,0.0,5764.0,1.063,1.069,352.4,0.041146916119470585,0.09710672204195057,False,False,0
TOI-2803 Ab,0.975,1.616,1.96229325,0.03185,0.0,6280.0,1.118,1.245,501.1,0.0377660548586988,0.08912788946652916,False,False,0
TOI-2818 b,0.71,1.363,4.039709,0.0493,0.0,5721.0,0.977,1.229,315.0,0.041456183274362596,0.09783659252749573,True,True,1
TOI-2842 b,0.37,1.146,3.5514058,0.0475,0.0,5910.0,1.135,1.265,460.2,0.040130427159497196,0.0947078080964134,True,True,1
TOI-286 b,0.01425,0.1267,4.5117244,0.0503,0.0,5132.0,0.83,0.78,57.27,0.046214112336833285,0.10906530511492656,False,True,0
TOI-286 c,0.0117,0.1677,39.361826,0.213,0.0,5132.0,0.83,0.78,57.27,0.046214112336833285,0.10906530511492656,False,False,0
TOI-2876 b,0.17,0.86,6.2996431,0.0654,0.0,5271.0,0.939,0.873,221.26,0.04499541349129736,0.10618917583946177,True,True,1
TOI-2886 b,1.4,1.663,1.60200105,0.02871,0.0,6240.0,1.229,1.241,413.7,0.03800814495394686,0.08969922209131459,False,False,0
TOI-2969 b,1.16,1.1,1.8237146,0.0261,0.0,4738.0,0.71,0.7,162.5,0.05005716009131035,0.11813489781549243,True,False,0
TOI-2977 Ab,1.68,1.174,2.3505614,0.03386,0.0,5691.0,0.936,1.073,355.7,0.041674718768692394,0.09835233629411405,True,False,0
TOI-2981 b,2.007,1.195,3.601501,0.048,0.035,5940.0,1.03,1.08,534.0,0.03992774823444923,0.09422948583330018,True,True,1
TOI-2986 b,0.304,0.829,3.2783662,0.04489,0.0,5906.0,1.122,1.458,554.4,0.04015760658866042,0.09477195154923859,True,True,1
TOI-2989 b,3.0,1.12,3.122832,0.0384,0.0,4672.0,0.77,0.76,194.9,0.050764303191915335,0.11980375553292019,True,False,0
TOI-2992 b,3.33,1.227,3.007812,0.0434,0.0,6000.0,1.21,1.545,554.5,0.03952847075210474,0.0932871909749672,True,True,1
TOI-3023 b,0.62,1.466,3.9014971,0.0505,0.0,5760.0,1.12,1.668,392.8,0.04117549036677577,0.09717415726559081,True,True,1
TOI-3071 b,0.2146,0.6388,1.266918,0.0249,0.1,6177.0,1.29,1.31,485.22,0.03839579480534701,0.09061407574061894,False,False,0
TOI-3082 b,0.0410483,0.326713,1.926907,0.027,,4249.0,0.664,0.68,113.048,0.055818033540274994,0.13173055915504897,False,False,0
TOI-3135 b,1.03,1.218,3.7065585,0.04756,0.0,5890.0,1.044,0.985,219.28,0.0402666934656415,0.09502939657891393,True,True,1
TOI-3160 Ab,1.19,1.228,3.971281,0.0505,0.0,6190.0,1.088,1.346,486.6,0.03831515743338101,0.09042377154277917,True,True,1
TOI-3235 Ab,0.665,1.017,2.59261842,0.02709,0.029,3388.0,0.3939,0.3697,72.5,0.07000319495650191,0.1652075400973445,True,False,0
TOI-3261 b,0.0953,0.3408,0.8831331,0.01714,0.0,5068.0,0.86,0.849,300.5,0.0467977159653963,0.11044260967833527,False,False,0
TOI-329 b,0.1271,0.4211,5.70439,0.0638,0.39,5560.0,0.98,1.61,284.4,0.0426566231137821,0.10066963054852575,False,True,0
TOI-3321 Ab,0.554,1.39,3.6525145,0.047,0.054,5850.0,1.041,1.549,284.8,0.040542021284209986,0.09567917023073558,True,True,1
TOI-332 b,0.18,0.285,0.777038,0.0159,0.0,5251.0,0.88,0.87,222.85,0.0451667919467965,0.10659362899443975,False,False,0
TOI-3331 b,2.27,1.158,2.0180231,0.03144,0.0,5521.0,,1.06,224.9,0.04295794684162804,0.1013807545462422,True,False,0
TOI-3353 Ab,,0.2382,4.6657965,0.06,,6365.0,1.332,1.02,78.758,0.037261716341339894,0.08793765056556216,False,True,0
TOI-3362 b,4.0,1.2,18.095367,0.155,0.72,6532.0,1.445,1.83,370.85,0.036309066826795536,0.08568939771123747,True,False,0
TOI-3364 b,1.67,1.091,5.8768918,0.0675,0.0,5706.0,1.186,1.419,275.6,0.0415651637771869,0.09809378651416109,True,True,1
TOI-3464 b,1.25,1.228,3.6515568,0.0515,0.0,6370.0,1.363,1.56,585.1,0.0372324685263153,0.0878686257221041,True,True,1
TOI-3474 b,0.61,1.309,3.8795105,0.0502,0.0,6020.0,1.121,1.256,412.9,0.039397146929008045,0.09297726675245899,True,True,1
TOI-3486 b,0.312,0.943,2.21778105,0.03138,0.0,4930.0,0.837,0.788,153.85,0.04810767231493478,0.11353410666324608,True,False,0
TOI-3523 Ab,1.37,1.425,2.30458952,0.03559,0.0,6450.0,1.131,1.448,607.0,0.036770670467074176,0.08677878230229506,True,False,0
TOI-3540 b,1.18,2.1,3.119999,0.04289,0.0,5810.0,,1.34,282.4,0.04082114019150231,0.09633789085194545,False,True,0
TOI-3568 b,0.083,0.473,4.417965,0.0485,0.035,4969.0,0.78,0.719,197.8,0.04773009146963744,0.11264301586834437,False,True,0
TOI-3593 b,1.78,0.984,3.8212867,0.0481,0.105,5550.0,1.015,0.918,224.51,0.042733481894167286,0.1008510172702348,True,True,1
TOI-3629 b,0.26,0.74,3.9365578,0.043,0.05,3870.0,0.63,0.6,129.7,0.06128445077845696,0.14463130383715844,False,False,0
TOI-3682 Ab,0.218,1.142,3.3462406,0.048,0.0,5703.0,1.32,1.735,390.5,0.04158702867133587,0.09814538766435264,True,True,1
TOI-3688 Ab,0.98,1.167,3.246075,0.0456,0.0,5950.0,1.2,1.302,401.0,0.03986064277523167,0.09407111694954674,True,True,1
TOI-3693 b,1.02,1.124,8.088516,0.081,0.0,5246.0,,0.85,176.8,0.045209840738205956,0.10669522414216606,True,True,1
TOI-3714 Ab,0.689,0.994,2.15484802,0.0263,0.03,3660.0,0.53,0.51,112.5,0.06480077172476187,0.152929821270438,True,False,0
TOI-3757 b,0.2684,1.07,3.438753,0.03845,0.14,3913.0,0.64,0.62,177.4,0.060610995275397,0.1430419488499369,True,False,0
TOI-3785 b,0.04704,0.4586,4.6747373,0.043,0.11,3576.0,0.52,0.5,79.4,0.06632293750353144,0.15652213250833422,False,False,0
TOI-3807 b,1.04,2.0,2.8989727,0.0421,0.0,5772.0,1.181,1.468,429.0,0.041089886436699315,0.09697213199061039,False,True,0
TOI-3819 b,1.11,1.172,3.2443141,0.04611,0.0,5859.0,1.242,1.538,562.1,0.040479744753819505,0.09553219761901402,True,True,1
TOI-3856 b,0.54,1.213,2.04360352,0.0325,0.0,5622.0,1.096,1.055,309.3,0.04218620144301466,0.0995594354055146,True,False,0
TOI-3877 b,0.314,1.042,4.123596,0.0529,0.0,5731.0,1.16,1.445,491.2,0.041383846538584616,0.09766587783105969,True,True,1
TOI-3884 b,0.0519,0.5629,4.5445697,0.0354,0.32,3269.0,0.2813,0.3043,43.338,0.07255149113264865,0.17122151907305083,False,False,0
TOI-3912 b,0.406,1.274,3.4936264,0.0463,0.0,5725.0,1.088,1.392,470.0,0.04142721825548096,0.09776823508293506,True,True,1
TOI-396A b,0.01117,0.178,3.585287,0.0489,0.3,6201.0,1.145,1.31,32.0,0.038247189890764144,0.09026336814220337,False,True,0
TOI-396A c,0.0028,0.1766,5.973865,0.0687,0.19,6201.0,1.145,1.31,32.0,0.038247189890764144,0.09026336814220337,False,True,0
TOI-396A d,0.0223,0.18,11.230511,0.1046,0.28,6201.0,1.145,1.31,32.0,0.038247189890764144,0.09026336814220337,False,False,0
TOI-3976 b,0.175,1.095,6.607662,0.0743,0.0,5975.0,1.254,1.501,522.2,0.03969386184311773,0.09367751394975785,True,True,1
TOI-3980 b,0.59,1.29,3.6089254,0.0494,0.0,5840.0,1.24,1.626,494.3,0.040611442553532266,0.09584300442633614,True,True,1
TOI-3984 Ab,0.138,0.71,4.353326,0.041,0.04,3476.0,0.49,0.47,108.4,0.06823096217279298,0.16102507072779146,False,False,0
TOI-4010 b,0.035,0.2694,1.348335,0.0229,0.03,5104.0,0.88,0.83,176.5,0.04646763803147109,0.10966362575427177,False,False,0
TOI-4010 c,0.0639,0.529,5.414654,0.058,0.03,5104.0,0.88,0.83,176.5,0.04646763803147109,0.10966362575427177,False,True,0
TOI-4010 d,0.12003,0.5513,14.70886,0.113,0.07,5104.0,0.88,0.83,176.5,0.04646763803147109,0.10966362575427177,False,False,0
TOI-402 Ab,0.02051,0.1579,4.7559804,0.05245,,5131.0,0.851,0.839,44.86,0.046223119180009445,0.10908656126482229,False,True,0
TOI-402 Ac,0.02136,0.22536,17.180546,0.1235,0.096,5131.0,0.851,0.839,44.86,0.046223119180009445,0.10908656126482229,False,False,0
TOI-406 b,0.00654,0.1178,3.307441,0.0322,0.032,3324.0,0.48,0.39,31.06,0.07135103023845622,0.16838843136275666,False,False,0
TOI-406 c,0.02067,0.1856,13.175682,0.0809,0.056,3324.0,0.48,0.39,31.06,0.07135103023845622,0.16838843136275666,False,True,0
TOI-4087 b,0.73,1.164,3.1774835,0.04469,0.0,6060.0,1.178,1.112,310.4,0.039137099754559146,0.09236355542075958,True,True,1
TOI-4137 b,1.01,1.211,3.8016122,0.05222,0.0,6134.0,,1.65,345.9,0.03866495345820483,0.0912492901613634,True,True,1
TOI-4145 Ab,0.43,1.187,4.0664428,0.04823,0.0,5281.0,0.905,0.859,205.0,0.044910211041967144,0.10598809805904245,True,True,1
TOI-4184 b,6.6,0.2168,4.9019804,0.0336,,3225.0,0.24,0.252,69.2,0.07354134093414835,0.17355756460459013,False,False,0
TOI-4201 b,2.589,1.133,3.5819111,0.03939,0.069,3920.0,0.63,0.62,187.5,0.060502761355262356,0.14278651679841917,True,False,0
TOI-4214 b,0.52,0.953,3.4913885,0.05018,0.0,6370.0,1.382,1.434,337.8,0.0372324685263153,0.0878686257221041,True,True,1
TOI-421 Ac,0.0444,0.4541,16.067541,0.117,0.19,5325.0,0.852,0.871,74.797,0.04453912197420252,0.10511232785911795,False,False,0
TOI-431 b,0.00966,0.1142,0.490047,0.0113,0.0,4850.0,0.78,0.731,32.61,0.04890120093043885,0.1154068341958357,False,False,0
TOI-431 d,0.0311,0.2935,12.46103,0.098,0.0,4850.0,0.78,0.731,32.61,0.04890120093043885,0.1154068341958357,False,True,0
TOI-4336 Ab,,0.1891,16.336334,0.0872,,3298.0,0.33,0.33,22.45,0.07191353078005713,0.16971593264093482,False,True,0
TOI-4342 b,,0.20216,5.5382498,0.05251,,3901.0,0.6296,0.599,61.543,0.060797442838407705,0.1434819650986422,False,False,0
TOI-4342 c,,0.21545,10.688716,0.0814,,3901.0,0.6296,0.599,61.543,0.060797442838407705,0.1434819650986422,False,True,0
TOI-4364 b,,0.1793,5.424019,0.04753,0.29,3528.0,0.487,0.4684,43.85,0.06722529039473595,0.15865168533157684,False,False,0
TOI-4377 b,0.957,1.35,4.378081,0.0579,0.045,4974.0,1.36,3.52,459.0,0.047682111884324176,0.11252978404700506,True,True,1
TOI-4379 b,1.113,1.489,3.25352,0.0477,0.018,6020.0,1.372,1.976,617.4,0.039397146929008045,0.09297726675245899,True,True,1
TOI-4438 b,0.017,0.2248,7.44628,0.0534,0.14,3422.0,0.368,0.372,30.0623,0.06930766350456705,0.16356608587077823,False,False,0
TOI-4443 b,,0.152,1.8498567,0.03,,5834.0,1.05,1.02,56.07,0.04065320954964492,0.09594157453716201,False,False,0
TOI-444 Ab,,0.2471,17.9636,0.133,,5225.0,0.96,0.78,57.3973,0.045391545361268604,0.1071240470525939,False,False,0
TOI-4463 Ab,0.794,1.183,2.8807198,0.04035,0.0,5640.0,1.056,1.062,177.64,0.04205156462989866,0.09924169252656084,True,False,0
TOI-4465 b,5.89,1.25,101.94054,0.416,0.24,5545.0,0.93,1.014,121.931,0.04277201524123146,0.10094195596930626,True,False,0
TOI-4479 b,0.0261,0.2516,1.1589,0.0164,,3400.0,0.452,0.451,80.6,0.06975612485665543,0.1646244546617068,False,False,0
TOI-4481 b,0.006,0.11874,0.9263237,0.01406,,3600.0,0.413,0.4144,12.0641,0.06588078458684124,0.1554786516249453,False,False,0
TOI-4487 Ab,1.25,1.303,3.9540709,0.05448,0.0,6206.0,1.378,1.634,476.7,0.038216375203452856,0.09019064548014874,True,True,1
TOI-4495 b,,0.3238,5.1830043,0.062,,6156.0,1.2,1.34,132.2,0.038526774612187856,0.09092318808476334,False,True,0
TOI-4515 b,2.0,1.09,15.266446,0.118,0.46,5433.0,0.95,0.86,193.8,0.04365375014036967,0.10302285033127243,True,False,0
TOI-451 Ab,,0.16879,1.8587028,0.0271,0.19,5550.0,0.95,0.879,123.74,0.042733481894167286,0.1008510172702348,False,False,0
TOI-451 Ac,,0.2748,9.192453,0.0823,0.2,5550.0,0.95,0.879,123.74,0.042733481894167286,0.1008510172702348,False,True,0
TOI-451 Ad,,0.3631,16.364932,0.1255,0.057,5550.0,0.95,0.879,123.74,0.042733481894167286,0.1008510172702348,False,False,0
TOI-4527 b,,0.08,0.3994445,0.008,,3700.0,0.48,0.49,18.1,0.06410022284125093,0.1512765259053522,False,False,0
TOI-4551 b,1.49,1.06,9.95581,0.0994,0.1,4896.0,1.31,3.55,222.5,0.04844175337267738,0.1143225379595186,True,True,1
TOI-4559 b,0.0085,0.12624,3.965991,0.036,,3558.0,0.392,0.374,27.81,0.06665846669832165,0.1573139814080391,False,False,0
TOI-4562 b,3.29,1.072,225.11757,0.771,0.81,6096.0,1.218,1.126,346.9,0.03890597514970939,0.09181810135331417,True,False,0
TOI-4600 b,,0.607,82.6869,0.349,0.25,5170.0,0.89,0.81,216.45,0.04587443414170762,0.10826366457443,False,False,0
TOI-4600 c,,0.8404,482.8191,1.152,0.21,5170.0,0.89,0.81,216.45,0.04587443414170762,0.10826366457443,True,False,0
TOI-4603 b,12.89,1.042,7.24599,0.0888,0.325,6189.0,1.752,2.722,224.14,0.038321348281245504,0.09043838194373939,True,True,1
TOI-4633 Ac,0.1504,0.285,271.9445,0.847,0.12,5800.0,1.1,1.05,95.2,0.04089152146769456,0.09650399066375916,False,False,0
TOI-4641 b,3.87,0.73,22.09341,0.173,0.074,6500.0,1.42,1.72,87.6,0.03648781915578899,0.08611125320766203,False,False,0
TOI-469 b,0.0186,0.3105,13.63083,0.107,0.0,5283.0,0.91,1.0,68.192,0.044893209258494875,0.10594797385004791,False,False,0
TOI-469 c,0.0142,0.141,3.53796,0.0436,,5283.0,0.91,1.0,68.192,0.044893209258494875,0.10594797385004791,False,False,0
TOI-469 d,0.016,0.1222,6.42975,0.0649,,5283.0,0.91,1.0,68.192,0.044893209258494875,0.10594797385004791,False,True,0
TOI-470 Ab,,0.3872,12.19148,0.119,,5190.0,0.87,0.83,130.46,0.045697654048676,0.10784646355487536,False,False,0
TOI-4734 b,0.194,0.974,6.235633,0.074,0.0,6070.0,1.391,1.857,603.6,0.03907262347819249,0.09221139140853428,True,True,1
TOI-4791 b,2.31,1.11,4.28088,0.0555,0.0,6058.0,1.242,1.409,322.1,0.03915002055342167,0.09239404850607513,True,True,1
TOI-4794 b,0.97,1.281,3.5658116,0.0492,0.0,6390.0,1.25,1.451,548.2,0.0371159349785021,0.08759360654926496,True,True,1
TOI-481 b,1.53,0.99,10.33111,0.097,0.153,5735.0,1.14,1.66,179.366,0.0413549824782264,0.09759775864861431,True,True,1
TOI-4860 b,0.67,0.756,1.5227596,0.0185,0.047,3390.0,0.335,0.348,80.0,0.06996189513646855,0.1651100725220658,False,False,0
TOI-4914 b,0.714,1.1482,10.60057,0.098,0.41,5805.0,1.03,1.0,291.7,0.04085630051897131,0.09642086922477229,True,False,0
TOI-4961 b,1.8,1.101,7.479182,0.0726,0.182,5380.0,0.912,0.912,213.68,0.04408379637781198,0.10403775945163628,True,True,1
TOI-4987 b,12.37,1.93,4.2889731,0.0656,0.07,6935.0,1.41,2.35,,0.03419910951876401,0.08070989846428307,False,True,0
TOI-4994 b,0.28,0.762,21.491984,0.1515,0.319,5640.0,1.0,1.055,330.9,0.04205156462989866,0.09924169252656084,False,False,0
TOI-5005 b,0.1029,0.5576,6.3085044,0.06614,0.0,5749.0,0.97,0.93,210.08,0.041254274571686976,0.09736008798918128,False,True,0
TOI-500 b,0.005,0.1035,0.5481579,0.0128,,4621.0,0.88,0.75,47.4,0.05132456708777936,0.1211259783271593,False,False,0
TOI-5082 b,,0.223,4.240122,0.051,,5670.0,1.0,0.93,43.14,0.04182906957894681,0.09871660420631448,False,True,0
TOI-5108 b,0.101,0.589,6.753581,0.073,0.0,5808.0,1.1,1.29,131.1,0.04083519705795944,0.09637106505678428,False,True,0
TOI-5110 b,2.9,1.069,30.158577,0.2157,0.745,6154.0,1.46,2.36,358.92,0.038539295500914596,0.09095273738215845,True,False,0
TOI-5126 b,,0.4247,5.4588382,0.065,0.09,6150.0,1.24,1.241,161.1,0.038564361709370484,0.09101189363411434,False,True,0
TOI-5126 c,,0.348,17.8999,0.1435,0.2,6150.0,1.24,1.241,161.1,0.038564361709370484,0.09101189363411434,False,False,0
TOI-5143 Ac,,1.45,5.2097118,0.05602,,5183.0,0.864,0.852,178.57,0.045759371891303954,0.10799211766347734,True,True,1
TOI-5153 b,3.26,1.06,20.33003,0.158,0.09,6300.0,1.24,1.4,390.1,0.03764616262105213,0.08884494378568303,True,False,0
TOI-5181 Ab,1.04,1.191,3.8922295,0.0522,0.0,6060.0,1.25,1.53,478.0,0.039137099754559146,0.09236355542075958,True,True,1
TOI-519 b,0.525,1.059,1.2652328,0.01648,0.06,3350.0,0.369,0.373,115.93,0.0707972610485458,0.1670815360745681,True,False,0
TOI-5205 b,1.08,0.94,1.630731,0.0195,0.02,3439.0,0.392,0.394,86.865,0.0689650551068998,0.16275753005228355,True,False,0
TOI-5210 b,0.258,0.957,4.5661061,0.0557,0.0,5723.0,1.105,1.209,303.3,0.04144169570376174,0.0978024018608777,True,True,1
TOI-5218 b,0.799,0.879,4.291452,0.0469,0.0,4230.0,0.739,0.708,381.4,0.05606875283986488,0.13232225670208111,True,False,0
TOI-5293 Ab,0.54,1.06,2.930289,0.034,0.08,3586.0,0.54,0.52,160.8,0.06613798787301407,0.15608565138031322,True,False,0
TOI-5300 b,0.6,0.88,2.262196,0.0295,0.0,4610.0,0.67,0.65,162.7,0.051447033516839144,0.12141499909974038,True,False,0
TOI-530 b,0.4,0.83,6.387597,0.052,0.0,3659.0,0.53,0.54,147.7,0.0648184816924374,0.15297161679415225,True,False,0
TOI-5319 Ab,,0.2525,4.07853,0.0506,,3580.0,0.5,0.485,61.171,0.06624883366274538,0.15634724744407907,False,False,0
TOI-5322 b,0.579,1.482,5.4233207,0.0604,0.0,5692.0,0.998,1.462,483.8,0.041667397138550326,0.09833505724697877,True,True,1
TOI-532 b,0.1935,0.5192,2.32666508,0.0296,0.0,3957.0,0.639,0.612,134.61,0.059937029191970796,0.1414513888930511,False,False,0
TOI-5340 b,0.85,1.345,4.9394392,0.0628,0.0,5990.0,1.842,1.35,529.9,0.03959446152130692,0.09344292919028432,True,True,1
TOI-5344 b,0.42,0.87,3.792622,0.04,0.06,3747.0,0.612,0.588,136.88,0.06329619015549198,0.14937900876696109,True,False,0
TOI-5386 Ab,0.488,1.312,3.62156552,0.04856,0.0,6094.0,1.165,1.245,383.2,0.03891874376643066,0.09184823528877636,True,True,1
TOI-5388 b,,0.1686,2.594675,0.0243,,3495.0,0.29,0.31,18.52,0.06786003562593089,0.1601496840771969,False,False,0
TOI-540 b,,0.08056,1.2391491,0.01223,0.0,3216.0,0.159,0.1895,14.0078,0.07374714692556854,0.17404326674434176,False,False,0
TOI-544 b,0.00909,0.1802,1.548352,0.0225,0.0,4369.0,0.85,0.66,41.1,0.054284922067436125,0.12811241607914925,False,False,0
TOI-5473 b,,1.5,7.555907,0.0956,0.22,8500.0,1.88,1.85,1061.0,0.02790244994266217,0.06584978186468272,True,False,0
TOI-5542 b,1.32,1.009,75.12375,0.332,0.018,5700.0,0.89,1.058,353.7,0.041608916581162884,0.09819704313154441,True,False,0
TOI-554 b,0.0274,0.2337,7.0491423,0.076,0.0,6338.0,1.24,1.43,45.6181,0.037420451958445636,0.0883122666219317,False,True,0
