planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
Kepler-22 b,0.0286,0.187,289.863876,0.812,0.0,5596.0,0.857,0.869,194.642,0.04238220595293575,0.10002200604892837,False,False,0
Kepler-230 b,,0.38,32.625555,0.191,,5588.0,,0.82,756.73,0.04244288198150115,0.10016520147634272,False,False,0
Kepler-230 c,,0.182,91.773242,0.38,,5588.0,,0.82,756.73,0.04244288198150115,0.10016520147634272,False,False,0
Kepler-231 b,,0.154,10.065275,0.074,,3767.0,0.58,0.49,319.49,0.06296013392955362,0.14858591607374652,False,True,0
Kepler-231 c,,0.172,19.271566,0.114,,3767.0,0.58,0.49,319.49,0.06296013392955362,0.14858591607374652,False,True,0
Kepler-232 b,,0.275,4.431222,0.054,,5847.0,,0.97,1402.96,0.040562822731764744,0.0957282616469648,False,True,0
Kepler-232 c,,0.342,11.379349,0.101,,5847.0,,0.97,1402.96,0.040562822731764744,0.0957282616469648,False,False,0
Kepler-233 b,,0.217,8.472382,0.077,,5360.0,,0.76,877.73,0.044248288155341126,0.10442596004660505,False,True,0
Kepler-233 c,,0.242,60.418955,0.287,,5360.0,,0.76,877.73,0.044248288155341126,0.10442596004660505,False,False,0
Kepler-234 b,,0.33,2.711506,0.04,,6224.0,,1.11,1821.01,0.03810585226745316,0.08992981135118945,False,True,0
Kepler-234 c,,0.313,7.21205,0.077,,6224.0,,1.11,1821.01,0.03810585226745316,0.08992981135118945,False,True,0
Kepler-235 b,,0.199,3.340222,0.037,,4255.0,0.59,0.55,433.24,0.05573932420978342,0.13154480513508887,False,False,0
Kepler-235 c,,0.114,7.824904,0.065,,4255.0,0.59,0.55,433.24,0.05573932420978342,0.13154480513508887,False,True,0
Kepler-235 d,,0.183,20.060548,0.122,,4255.0,0.59,0.55,433.24,0.05573932420978342,0.13154480513508887,False,True,0
Kepler-235 e,,0.198,46.183669,0.213,,4255.0,0.59,0.55,433.24,0.05573932420978342,0.13154480513508887,False,False,0
Kepler-236 b,,0.14,8.295611,0.065,,3750.0,0.56,0.51,291.17,0.0632455532033676,0.14925950555994752,False,True,0
Kepler-236 c,,0.178,23.968127,0.132,,3750.0,0.56,0.51,291.17,0.0632455532033676,0.14925950555994752,False,True,0
Kepler-237 b,,0.126,4.715106,0.05,,4861.0,0.7,0.72,670.41,0.048790541969271434,0.11514567904748059,False,True,0
Kepler-237 c,,0.186,8.103636,0.071,,4861.0,0.7,0.72,670.41,0.048790541969271434,0.11514567904748059,False,True,0
Kepler-238 b,,0.154,2.090876,0.034,,5751.0,1.43,1.43,1897.73,0.04123992775389123,0.09732622949918329,False,False,0
Kepler-238 c,,0.213,6.155557,0.069,,5751.0,1.43,1.43,1897.73,0.04123992775389123,0.09732622949918329,False,True,0
Kepler-238 d,,0.274,13.233549,0.115,,5751.0,1.43,1.43,1897.73,0.04123992775389123,0.09732622949918329,False,False,0
Kepler-239 b,,0.208,11.763051,0.095,,4914.0,0.74,0.76,660.07,0.04826431105263094,0.11390377408420901,False,True,0
Kepler-239 c,,0.224,56.228098,0.268,,4914.0,0.74,0.76,660.07,0.04826431105263094,0.11390377408420901,False,False,0
Kepler-23 b,0.8,0.17,7.1073,0.075,0.06,5828.0,1.11,1.55,856.34,0.04069506254506322,0.0960403476063492,False,True,0
Kepler-23 c,2.7,0.285,10.7421,0.099,0.02,5828.0,1.11,1.55,856.34,0.04069506254506322,0.0960403476063492,False,False,0
Kepler-23 d,0.055,0.196,15.274299,0.124,0.08,5828.0,1.11,1.55,856.34,0.04069506254506322,0.0960403476063492,False,False,0
Kepler-240 b,,0.122,4.144495,0.048,,4985.0,,0.74,762.74,0.047576895589293566,0.11228147359073282,False,True,0
Kepler-240 c,,0.196,7.953528,0.074,,4985.0,,0.74,762.74,0.047576895589293566,0.11228147359073282,False,True,0
Kepler-241 Ab,,0.208,12.718092,0.094,,4699.0,,0.67,609.86,0.0504726164104338,0.11911537472862378,False,True,0
Kepler-241 Ac,,0.229,36.065978,0.189,,4699.0,,0.67,609.86,0.0504726164104338,0.11911537472862378,False,False,0
Kepler-242 b,,0.233,8.20395,0.075,,5020.0,,0.85,610.6,0.04724518416586224,0.11149863463143489,False,True,0
Kepler-242 c,,0.178,14.496481,0.109,,5020.0,,0.85,610.6,0.04724518416586224,0.11149863463143489,False,True,0
Kepler-243 b,,0.219,5.715442,0.062,,5228.0,0.89,0.84,707.94,0.045365498185277055,0.10706257571725385,False,True,0
Kepler-243 c,,0.178,20.026218,0.142,,5228.0,0.89,0.84,707.94,0.045365498185277055,0.10706257571725385,False,False,0
Kepler-244 b,,0.246,4.311792,0.05,,5554.0,,0.8,1067.62,0.04270270516972064,0.10077838420054072,False,True,0
Kepler-244 c,,0.183,9.767292,0.087,,5554.0,,0.8,1067.62,0.04270270516972064,0.10077838420054072,False,True,0
Kepler-244 d,,0.206,20.050401,0.14,,5554.0,,0.8,1067.62,0.04270270516972064,0.10077838420054072,False,False,0
Kepler-245 b,,0.229,7.49019,0.071,,5100.0,0.8,0.8,882.65,0.046504083237770284,0.10974963644113787,False,True,0
Kepler-245 c,,0.194,17.460812,0.124,,5100.0,0.8,0.8,882.65,0.046504083237770284,0.10974963644113787,False,False,0
Kepler-245 d,,0.27,36.277108,0.202,,5100.0,0.8,0.8,882.65,0.046504083237770284,0.10974963644113787,False,False,0
Kepler-246 b,,0.209,4.60182,0.052,,5206.0,0.86,0.83,637.44,0.045557207935579803,0.10751501072796833,False,True,0
Kepler-246 c,,0.134,11.187161,0.095,,5206.0,0.86,0.83,637.44,0.045557207935579803,0.10751501072796833,False,True,0
Kepler-247 b,,0.146,3.33616,0.042,,5100.0,0.884,0.77,676.38,0.046504083237770284,0.10974963644113787,False,False,0
Kepler-247 c,,0.365,9.439452,0.084,,5100.0,0.884,0.77,676.38,0.046504083237770284,0.10974963644113787,False,True,0
Kepler-247 d,,0.352,20.477912,0.14,,5100.0,0.884,0.77,676.38,0.046504083237770284,0.10974963644113787,False,False,0
Kepler-248 b,,0.269,6.308205,0.066,,5190.0,,0.83,754.65,0.045697654048676,0.10784646355487536,False,True,0
Kepler-248 c,,0.363,16.239494,0.123,,5190.0,,0.83,754.65,0.045697654048676,0.10784646355487536,False,False,0
Kepler-249 b,,0.097,3.306539,0.035,,3568.0,,0.48,191.44,0.06647164364143174,0.1568730789937789,False,False,0
Kepler-249 c,,0.135,7.113702,0.058,,3568.0,,0.48,191.44,0.06647164364143174,0.1568730789937789,False,False,0
Kepler-249 d,,0.14,15.368459,0.097,,3568.0,,0.48,191.44,0.06647164364143174,0.1568730789937789,False,True,0
Kepler-24 b,1.6,0.214,8.1453,0.08,,5897.0,1.03,1.29,1195.99,0.04021889511830226,0.09491659247919335,False,True,0
Kepler-24 c,1.6,0.25,12.3335,0.106,,5897.0,1.03,1.29,1195.99,0.04021889511830226,0.09491659247919335,False,False,0
Kepler-24 d,,0.149,4.244384,0.051,,5897.0,1.03,1.29,1195.99,0.04021889511830226,0.09491659247919335,False,True,0
Kepler-24 e,,0.248,18.998355,0.138,,5897.0,1.03,1.29,1195.99,0.04021889511830226,0.09491659247919335,False,False,0
Kepler-250 b,,0.101,4.148141,0.048,,5160.0,0.8,0.81,777.31,0.045963338083842724,0.10847347787786883,False,True,0
Kepler-250 c,,0.203,7.156804,0.069,,5160.0,0.8,0.81,777.31,0.045963338083842724,0.10847347787786883,False,True,0
Kepler-250 d,,0.194,17.648312,0.127,,5160.0,0.8,0.81,777.31,0.045963338083842724,0.10847347787786883,False,False,0
Kepler-251 b,,0.119,4.790936,0.053,,5526.0,0.91,0.89,948.98,0.04291907790673696,0.10128902385989924,False,True,0
Kepler-251 c,,0.247,16.514043,0.122,,5526.0,0.91,0.89,948.98,0.04291907790673696,0.10128902385989924,False,False,0
Kepler-251 d,,0.247,30.133001,0.182,,5526.0,0.91,0.89,948.98,0.04291907790673696,0.10128902385989924,False,False,0
Kepler-251 e,,0.247,99.640161,0.404,,5526.0,0.91,0.89,948.98,0.04291907790673696,0.10128902385989924,False,False,0
Kepler-252 b,,0.11,6.668391,0.058,,4208.0,0.52,0.55,383.59,0.05636188795452197,0.13301405557267185,False,True,0
Kepler-252 c,,0.192,10.848463,0.08,,4208.0,0.52,0.55,383.59,0.05636188795452197,0.13301405557267185,False,True,0
Kepler-253 b,,0.145,3.783986,0.046,,5208.0,,0.79,858.93,0.04553971284804694,0.10747372232139078,False,True,0
Kepler-253 c,,0.236,10.281951,0.089,,5208.0,,0.79,858.93,0.04553971284804694,0.10747372232139078,False,True,0
Kepler-253 d,,0.283,18.119869,0.13,,5208.0,,0.79,858.93,0.04553971284804694,0.10747372232139078,False,False,0
Kepler-254 b,,0.345,5.826662,0.064,,5957.0,,0.91,1446.45,0.039813803006988155,0.09396057509649204,False,True,0
Kepler-254 c,,0.192,12.412183,0.105,,5957.0,,0.91,1446.45,0.039813803006988155,0.09396057509649204,False,False,0
Kepler-254 d,,0.223,18.746477,0.139,,5957.0,,0.91,1446.45,0.039813803006988155,0.09396057509649204,False,False,0
Kepler-255 b,,0.138,5.714606,0.063,,5573.0,0.97,0.93,1084.5,0.042557119058429654,0.10043480097789398,False,True,0
Kepler-255 c,,0.267,9.946047,0.092,,5573.0,0.97,0.93,1084.5,0.042557119058429654,0.10043480097789398,False,True,0
Kepler-256 b,,0.142,1.620493,0.027,,5551.0,1.02,1.3,1057.36,0.04272578355478805,0.1008328491892998,False,False,0
Kepler-256 c,,0.192,3.38802,0.045,,5551.0,1.02,1.3,1057.36,0.04272578355478805,0.1008328491892998,False,True,0
Kepler-256 d,,0.221,5.839172,0.064,,5551.0,1.02,1.3,1057.36,0.04272578355478805,0.1008328491892998,False,True,0
Kepler-256 e,,0.21,10.681572,0.096,,5551.0,1.02,1.3,1057.36,0.04272578355478805,0.1008328491892998,False,True,0
Kepler-257 b,,0.233,2.382667,0.034,,5180.0,,1.04,797.75,0.04578587345803638,0.10805466136096585,False,False,0
Kepler-257 c,,0.483,6.581484,0.066,,5180.0,,1.04,797.75,0.04578587345803638,0.10805466136096585,False,True,0
Kepler-257 d,,0.442,24.664551,0.16,,5180.0,,1.04,797.75,0.04578587345803638,0.10805466136096585,False,False,0
Kepler-258 b,,0.362,13.19722,0.103,,4942.0,0.8,0.92,585.6,0.04799085886536391,0.11325842692225882,False,True,0
Kepler-258 c,,0.322,33.653079,0.193,,4942.0,0.8,0.92,585.6,0.04799085886536391,0.11325842692225882,False,False,0
Kepler-259 b,,0.25,8.115317,0.079,,5938.0,,0.9,1031.58,0.039941196448741736,0.0942612236190305,False,True,0
Kepler-259 c,,0.241,36.924931,0.217,,5938.0,,0.9,1031.58,0.039941196448741736,0.0942612236190305,False,False,0
Kepler-25 Ab,0.034013,0.24124,6.238297,0.06944,0.0029,6212.0,1.19,1.477,244.96,0.0381794630574096,0.09010353281548665,False,True,0
Kepler-25 Ac,0.075805,0.4128,12.7207,0.1116,0.0061,6212.0,1.19,1.477,244.96,0.0381794630574096,0.09010353281548665,False,False,0
Kepler-260 b,,0.179,8.187399,0.075,,5250.0,0.88,0.86,638.85,0.045175395145262566,0.10661393254281964,False,True,0
Kepler-260 c,,0.155,76.050178,0.332,,5250.0,0.88,0.86,638.85,0.045175395145262566,0.10661393254281964,False,False,0
Kepler-261 b,,0.194,10.381227,0.088,,5098.0,0.87,0.79,320.43,0.04652232728768702,0.10979269239894138,False,True,0
Kepler-261 c,,0.178,24.570858,0.156,,5098.0,0.87,0.79,320.43,0.04652232728768702,0.10979269239894138,False,False,0
Kepler-262 b,,0.121,13.060855,0.108,,5841.0,,0.88,624.08,0.04060448972994837,0.09582659576267816,False,False,0
Kepler-262 c,,0.146,21.853722,0.152,,5841.0,,0.88,624.08,0.04060448972994837,0.09582659576267816,False,False,0
Kepler-263 b,,0.238,16.568087,0.12,,5265.0,,0.79,771.09,0.04504669031578888,0.10631018914526176,False,False,0
Kepler-263 c,,0.22,47.332773,0.242,,5265.0,,0.79,771.09,0.04504669031578888,0.10631018914526176,False,False,0
Kepler-264 b,,0.297,40.806231,0.249,,6158.0,1.32,1.55,968.15,0.03851426185654895,0.09089365798145552,False,False,0
Kepler-264 c,,0.252,140.101261,0.566,,6158.0,1.32,1.55,968.15,0.03851426185654895,0.09089365798145552,False,False,0
Kepler-265 b,,0.166,6.846262,0.069,,5835.0,1.03,1.1,1328.21,0.040646242418616696,0.0959251321079354,False,True,0
Kepler-265 c,,0.235,17.028937,0.127,,5835.0,1.03,1.1,1328.21,0.040646242418616696,0.0959251321079354,False,False,0
Kepler-265 d,,0.222,43.130617,0.236,,5835.0,1.03,1.1,1328.21,0.040646242418616696,0.0959251321079354,False,False,0
Kepler-265 e,,0.231,67.831024,0.319,,5835.0,1.03,1.1,1328.21,0.040646242418616696,0.0959251321079354,False,False,0
Kepler-266 b,,0.221,6.61833,0.071,,5885.0,0.99,1.03,1425.27,0.040300904760004835,0.0951101352336114,False,True,0
Kepler-266 c,,0.347,107.723601,0.457,,5885.0,0.99,1.03,1425.27,0.040300904760004835,0.0951101352336114,False,False,0
Kepler-267 b,,0.177,3.353728,0.037,,4258.0,0.56,0.56,267.0,0.05570005272724952,0.13145212443630885,False,False,0
Kepler-267 c,,0.19,6.87745,0.06,,4258.0,0.56,0.56,267.0,0.05570005272724952,0.13145212443630885,False,True,0
Kepler-267 d,,0.203,28.464515,0.154,,4258.0,0.56,0.56,267.0,0.05570005272724952,0.13145212443630885,False,False,0
Kepler-268 b,,0.227,25.934138,0.18,,6081.0,,1.27,873.21,0.0390019445013367,0.09204458902315461,False,False,0
Kepler-268 c,,0.302,83.446393,0.391,,6081.0,,1.27,873.21,0.0390019445013367,0.09204458902315461,False,False,0
Kepler-269 b,,0.22,5.326718,0.061,,5847.0,0.98,0.96,2418.83,0.040562822731764744,0.0957282616469648,False,True,0
Kepler-269 c,,0.151,8.127899,0.081,,5847.0,0.98,0.96,2418.83,0.040562822731764744,0.0957282616469648,False,True,0
Kepler-26 b,0.01611,0.248,12.28,0.085,,3914.0,0.54,0.51,338.55,0.06059550958421779,0.143005402618754,False,True,0
Kepler-26 c,0.01951,0.243,17.2559,0.107,,3914.0,0.54,0.51,338.55,0.06059550958421779,0.143005402618754,False,True,0
Kepler-26 d,,0.095,3.543919,0.039,,3914.0,0.54,0.51,338.55,0.06059550958421779,0.143005402618754,False,False,0
Kepler-26 e,,0.215,46.827915,0.22,,3914.0,0.54,0.51,338.55,0.06059550958421779,0.143005402618754,False,False,0
Kepler-270 b,,0.179,11.476094,0.107,,6067.0,,1.46,975.46,0.039091944043617675,0.09225698794293771,False,False,0
Kepler-270 c,,0.158,25.262887,0.18,,6067.0,,1.46,975.46,0.039091944043617675,0.09225698794293771,False,False,0
Kepler-271 Ab,,0.1088,10.43547031,0.0881,0.0,5645.65,1.0,0.78,404.542,0.04200948066433953,0.09914237436784129,False,True,0
Kepler-271 Ac,,0.0839,7.41084314,0.071,0.0,5645.65,1.0,0.78,404.542,0.04200948066433953,0.09914237436784129,False,True,0
Kepler-271 Ad,,0.0598,5.24970432,0.0554,0.0,5645.65,1.0,0.78,404.542,0.04200948066433953,0.09914237436784129,False,True,0
Kepler-272 b,,0.128,2.971353,0.038,,5297.0,0.79,0.93,912.85,0.044774556260643465,0.10566795277511858,False,False,0
Kepler-272 c,,0.16,6.057342,0.061,,5297.0,0.79,0.93,912.85,0.044774556260643465,0.10566795277511858,False,True,0
Kepler-272 d,,0.201,10.937304,0.091,,5297.0,0.79,0.93,912.85,0.044774556260643465,0.10566795277511858,False,True,0
Kepler-273 b,,0.134,2.936532,0.037,,5626.0,,0.81,728.85,0.042156207698654184,0.09948865016882387,False,False,0
Kepler-273 c,,0.177,8.014927,0.073,,5626.0,,0.81,728.85,0.042156207698654184,0.09948865016882387,False,True,0
Kepler-274 b,,0.137,11.634788,0.101,,6023.0,,1.01,1385.51,0.039377523578387585,0.0929309556449947,False,False,0
Kepler-274 c,,0.164,33.197861,0.204,,6023.0,,1.01,1385.51,0.039377523578387585,0.0929309556449947,False,False,0
Kepler-275 b,,0.209,10.300682,0.098,,6165.0,1.24,1.38,2155.2,0.03847053114560072,0.09079045350361771,False,False,0
Kepler-275 c,,0.302,16.088134,0.132,,6165.0,1.24,1.38,2155.2,0.03847053114560072,0.09079045350361771,False,False,0
Kepler-275 d,,0.297,35.676062,0.224,,6165.0,1.24,1.38,2155.2,0.03847053114560072,0.09079045350361771,False,False,0
Kepler-276 b,,0.256,14.12841,0.119,,6105.0,0.96,1.05,1181.73,0.03884861990378844,0.09168274297294073,False,False,0
Kepler-278 b,0.176,0.363,30.160546,0.207,0.696,4991.0,,2.94,448.65,0.047519700363179415,0.11214649285710342,False,False,0
Kepler-278 c,0.1098,0.32,51.078775,0.294,0.616,4991.0,,2.94,448.65,0.047519700363179415,0.11214649285710342,False,False,0
Kepler-279 b,,0.323,12.309681,0.112,,6363.0,1.23,1.75,1069.2,0.03727342833767538,0.08796529087691389,False,False,0
Kepler-279 c,0.155,0.384,35.736,0.232,,6363.0,1.23,1.75,1069.2,0.03727342833767538,0.08796529087691389,False,False,0
Kepler-279 d,0.118,0.277,54.414,0.30728,,6363.0,1.23,1.75,1069.2,0.03727342833767538,0.08796529087691389,False,False,0
Kepler-27 Ab,0.132,0.357,15.3348,0.118,,5400.0,0.65,0.59,1075.1,0.04392052305789415,0.1036524344166302,False,False,0
Kepler-27 Ac,0.067,0.437,31.3309,0.191,,5400.0,0.65,0.59,1075.1,0.04392052305789415,0.1036524344166302,False,False,0
Kepler-280 b,,0.129,2.139542,0.032,,5744.0,0.91,0.89,798.21,0.0412901853260147,0.0974448373693947,False,False,0
Kepler-280 c,,0.179,4.807091,0.056,,5744.0,0.91,0.89,798.21,0.0412901853260147,0.0974448373693947,False,True,0
Kepler-281 b,,0.252,14.646008,0.117,,5723.0,0.98,0.9,1835.0,0.04144169570376174,0.0978024018608777,False,False,0
Kepler-281 c,,0.474,36.337373,0.215,,5723.0,0.98,0.9,1835.0,0.04144169570376174,0.0978024018608777,False,False,0
Kepler-281 d,,0.52967,148.2720032,0.5456,0.0,5723.0,0.98,0.9,1835.0,0.04144169570376174,0.0978024018608777,False,False,0
Kepler-282 b,,0.09,9.220524,0.082,,5602.0,1.09,0.9,1390.97,0.04233681265844849,0.09991487787393845,False,True,0
Kepler-282 c,,0.107,13.638723,0.106,,5602.0,1.09,0.9,1390.97,0.04233681265844849,0.09991487787393845,False,False,0
Kepler-283 Ab,,0.19,11.008151,0.082,,4351.0,,0.57,474.33,0.0545094977045802,0.12864241458280926,False,True,0
Kepler-283 Ac,,0.162,92.743711,0.341,,4351.0,,0.57,474.33,0.0545094977045802,0.12864241458280926,False,False,0
Kepler-284 b,,0.2,12.699149,0.104,,5615.0,,0.81,1062.79,0.04223879332370943,0.09968355224395425,False,False,0
Kepler-284 c,,0.233,37.514456,0.213,,5615.0,,0.81,1062.79,0.04223879332370943,0.09968355224395425,False,False,0
Kepler-285 b,,0.12,2.633867,0.036,,5411.0,0.85,0.81,844.17,0.043831237204329784,0.1034417198022183,False,False,0
Kepler-285 c,,0.1,6.186676,0.064,,5411.0,0.85,0.81,844.17,0.043831237204329784,0.1034417198022183,False,True,0
Kepler-286 b,,0.111,1.796302,0.027,,5580.0,,0.86,1266.68,0.042503731991510474,0.10030880749996471,False,False,0
Kepler-286 c,,0.122,3.468095,0.042,,5580.0,,0.86,1266.68,0.042503731991510474,0.10030880749996471,False,False,0
Kepler-286 d,,0.119,5.914323,0.061,,5580.0,,0.86,1266.68,0.042503731991510474,0.10030880749996471,False,True,0
Kepler-286 e,,0.158,29.221289,0.176,,5580.0,,0.86,1266.68,0.042503731991510474,0.10030880749996471,False,False,0
Kepler-287 b,,0.208,20.342199,0.145,,5806.0,,1.03,856.33,0.04084926360878891,0.09640426211674184,False,False,0
Kepler-287 c,,0.291,44.851896,0.246,,5806.0,,1.03,856.33,0.04084926360878891,0.09640426211674184,False,False,0
Kepler-288 b,,0.149,6.097326,0.065,,5918.0,0.89,1.09,1236.21,0.04007617852528362,0.09457978131966933,False,True,0
Kepler-288 c,,0.254,19.305772,0.14,,5918.0,0.89,1.09,1236.21,0.04007617852528362,0.09457978131966933,False,False,0
Kepler-288 d,,0.238,56.633742,0.287,,5918.0,0.89,1.09,1236.21,0.04007617852528362,0.09457978131966933,False,False,0
Kepler-289 b,0.023,0.192,34.545,0.21,0.024,5990.0,1.08,1.0,700.0,0.03959446152130692,0.09344292919028432,False,False,0
Kepler-289 c,0.42,1.034,125.8518,0.51,0.0115,5990.0,1.08,1.0,700.0,0.03959446152130692,0.09344292919028432,True,False,0
Kepler-289 d,0.013,0.239,66.0634,0.33,0.0033,5990.0,1.08,1.0,700.0,0.03959446152130692,0.09344292919028432,False,False,0
Kepler-28 b,1.51,0.321,5.9123,0.062,,4590.0,0.75,0.7,443.92,0.05167120359752254,0.12194404049015319,False,True,0
Kepler-28 c,1.36,0.303,8.9858,0.081,,4590.0,0.75,0.7,443.92,0.05167120359752254,0.12194404049015319,False,True,0
Kepler-290 b,,0.201,14.589347,0.11,,5147.0,,0.74,708.55,0.04607942967022119,0.108747454021722,False,False,0
Kepler-290 c,,0.241,36.77031,0.205,,5147.0,,0.74,708.55,0.04607942967022119,0.108747454021722,False,False,0
Kepler-291 b,,0.193,3.546511,0.047,,6002.0,1.03,1.02,1884.37,0.03951529898577615,0.09325610560643172,False,True,0
Kepler-291 c,,0.168,5.700786,0.065,,6002.0,1.03,1.02,1884.37,0.03951529898577615,0.09325610560643172,False,True,0
Kepler-292 b,,0.118,2.580827,0.035,,5299.0,0.88,0.83,1087.23,0.04475765701313992,0.10562807055101021,False,False,0
Kepler-292 c,,0.131,3.715335,0.045,,5299.0,0.88,0.83,1087.23,0.04475765701313992,0.10562807055101021,False,True,0
Kepler-292 d,,0.199,7.055679,0.068,,5299.0,0.88,0.83,1087.23,0.04475765701313992,0.10562807055101021,False,True,0
Kepler-292 e,,0.238,11.97901,0.097,,5299.0,0.88,0.83,1087.23,0.04475765701313992,0.10562807055101021,False,True,0
Kepler-292 f,,0.21,20.834237,0.141,,5299.0,0.88,0.83,1087.23,0.04475765701313992,0.10562807055101021,False,False,0
Kepler-293 b,,0.274,19.254196,0.144,,5804.0,1.01,0.96,1002.51,0.04086333985400214,0.09643748205544506,False,False,0
Kepler-293 c,,0.342,54.155743,0.286,,5804.0,1.01,0.96,1002.51,0.04086333985400214,0.09643748205544506,False,False,0
Kepler-294 b,,0.158,3.701212,0.048,,5913.0,,0.98,1411.62,0.04011006671953804,0.09465975745810977,False,True,0
Kepler-294 c,,0.242,6.6264,0.071,,5913.0,,0.98,1411.62,0.04011006671953804,0.09465975745810977,False,True,0
Kepler-295 b,,0.109,12.645164,0.099,,5603.0,,0.9,1787.33,0.042329256561240126,0.0998970454845267,False,True,0
Kepler-295 c,,0.104,21.526258,0.142,,5603.0,,0.9,1787.33,0.042329256561240126,0.0998970454845267,False,False,0
Kepler-295 d,,0.121,33.884054,0.192,,5603.0,,0.9,1787.33,0.042329256561240126,0.0998970454845267,False,False,0
Kepler-296 Ab,,0.144,10.864384,0.079,0.33,3544.33,0.38,0.37,172.3,0.06691555936174917,0.15792072009372807,False,True,0
Kepler-296 Ac,,0.178,5.8416366,0.0521,0.33,3544.33,0.38,0.37,172.3,0.06691555936174917,0.15792072009372807,False,False,0
Kepler-296 Ad,,0.186,19.850291,0.118,0.33,3544.33,0.38,0.37,172.3,0.06691555936174917,0.15792072009372807,False,True,0
Kepler-296 Ae,,0.136,34.14211,0.169,0.33,3544.33,0.38,0.37,172.3,0.06691555936174917,0.15792072009372807,False,False,0
Kepler-296 Af,,0.161,63.33627,0.255,0.33,3544.33,0.38,0.37,172.3,0.06691555936174917,0.15792072009372807,False,False,0
Kepler-297 b,,0.256,38.871826,0.217,,5619.0,,0.92,706.21,0.042208724775338755,0.09961259046979945,False,False,0
